iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.156966024912,0.154983282875,0.154353212998,0.479652365844,0.486136018761,0.484550871772,0.202958267301,0.199096968394,0.197560556605,0.058303505
10,0.158604321271,0.156735067046,0.156010804583,0.46944406125,0.478134915161,0.480136835136,0.200249532127,0.200042292239,0.199218086011,0.570967266
20,0.147224435769,0.145509277136,0.144497785699,0.523623948131,0.528486687819,0.531008607371,0.21136168998,0.209162424803,0.208566108007,1.111350051
30,0.140013176121,0.138300018357,0.137161190299,0.551731273279,0.556490550421,0.562127565659,0.210903351141,0.208712773812,0.207351178586,1.638399702
40,0.135263502213,0.133438986616,0.132558809875,0.577217547248,0.580217961098,0.583866696094,0.216527129801,0.213491858361,0.210592422022,2.203029896
50,0.123503947886,0.121655860791,0.120851430356,0.624465443509,0.630293833632,0.629662326197,0.216787743652,0.214997070885,0.211836542978,2.734235888
60,0.115212095369,0.113642707411,0.112724142969,0.655987032694,0.659401296731,0.662767600971,0.227283290727,0.220889870622,0.219611848825,3.268946729
70,0.115111637212,0.113574345025,0.112710145013,0.654779969651,0.656642295489,0.66144338998,0.24143679903,0.232500770891,0.236055776892,3.790344465
80,0.110651402773,0.109136142078,0.108360257022,0.671299489585,0.675403503932,0.67711322004,0.242549471509,0.234298730882,0.232020997375,4.314793744
90,0.0928752421184,0.0921663099346,0.0906961070278,0.73237687957,0.733342530004,0.73460604723,0.237870752308,0.230187176424,0.231383828699,4.891446275
100,0.0915330491249,0.0907069865435,0.0894364522596,0.735618706028,0.736653331494,0.737695872876,0.248578710057,0.239745121466,0.241302266199,5.418221536
110,0.0889456754818,0.0882547722719,0.087063844647,0.74068837081,0.741205683543,0.741999558596,0.240888440182,0.231777231777,0.22582781457,5.942759759
120,0.0872116653369,0.0866872667298,0.0852475071798,0.748620499379,0.749068837081,0.749172368131,0.241913676547,0.232165470663,0.225553662692,6.468893429
130,0.085525115598,0.0852018687617,0.0835111782961,0.753172851428,0.75168988826,0.754800264842,0.242244573849,0.230769230769,0.227399165508,6.996035386
140,0.082471016604,0.0819624926516,0.0806489312418,0.763553593599,0.767278245275,0.764290443611,0.256237795617,0.253209384683,0.242553191489,7.561986378
150,0.0800011796805,0.0798879323223,0.078164327229,0.773348048007,0.774313698441,0.775766938866,0.249257482294,0.246777163904,0.239520958084,8.086033001
160,0.0767450508018,0.0766639193261,0.0749216543135,0.785349703407,0.784935853221,0.789671154271,0.26080760095,0.257972394098,0.25137470542,8.632244503
170,0.0767509365846,0.0766654552218,0.0749279601072,0.785315215892,0.784935853221,0.789671154271,0.26042532969,0.257972394098,0.25137470542,9.154025342
180,0.0759824023866,0.0760559395524,0.0742735458647,0.787005104152,0.786729204028,0.791326418009,0.26018207954,0.255298651252,0.250495441934,9.677903246
190,0.0752174724804,0.0754153101493,0.0736670519594,0.789626155332,0.789212305146,0.793974839991,0.25700365408,0.253176930596,0.251103088648,10.214432882
200,0.0744059397219,0.0746376264455,0.0728105782225,0.791522968685,0.791695406263,0.795740454646,0.260550458716,0.260528893242,0.25272507065,10.742854627
210,0.0729244740231,0.0730894689604,0.0714101334424,0.796730583529,0.796937508622,0.801920105937,0.261218350464,0.260301507538,0.255495644961,11.265756562
220,0.0675857523942,0.0680157212093,0.0661843717967,0.815181404332,0.812387915575,0.82101081439,0.270189295928,0.261672095548,0.266726943942,11.788397816
230,0.0665303454323,0.0669761502021,0.0652213500015,0.817388605325,0.814181266382,0.823328183624,0.265908775821,0.256212037548,0.261871830337,12.309199795
240,0.0658601761001,0.0662745616721,0.0645319982184,0.819216443647,0.815008966754,0.824762745531,0.266442765183,0.257063711911,0.261395348837,12.841353241
250,0.0655185064266,0.0660030603121,0.0641975770096,0.82073389433,0.815836667127,0.825976605606,0.26644086932,0.257095158598,0.262049602246,13.368110723
260,0.0607609479745,0.0611657216417,0.0596244824862,0.836322251345,0.834735825631,0.840873979254,0.250236966825,0.252184769039,0.246603970742,13.896742225
270,0.057845368275,0.0582466909524,0.0567249433226,0.845875293144,0.843702579666,0.848708894284,0.256282243302,0.258992805755,0.251228836701,14.447912618
280,0.0580806833035,0.0584017433594,0.0569260574891,0.847047868672,0.84397847979,0.851026263518,0.255497733759,0.258360655738,0.252491694352,14.971919492
290,0.0573662314195,0.0577236046128,0.0562514108665,0.847323768796,0.844668230101,0.851136614434,0.26278101582,0.263089005236,0.257567418822,15.499366253
300,0.0560732717905,0.0563545670316,0.0549964769702,0.854876534694,0.851013932956,0.856543809314,0.256274301873,0.257221458047,0.243306169965,16.020398365
310,0.0555329702091,0.0558210011026,0.0545701769269,0.85591116016,0.853083183887,0.859192231296,0.244757772957,0.249471458774,0.235928143713,16.538722992
320,0.05235251854,0.0525839626852,0.0515092783767,0.866912677611,0.864395088978,0.870337673803,0.233565044687,0.238574748257,0.229508196721,17.060568286
330,0.0518276565285,0.0520786099952,0.0510374908141,0.868775003449,0.867154090219,0.87177223571,0.228038141611,0.238735177866,0.225333333333,17.583026357
340,0.0510654550499,0.0513058747703,0.0503620062697,0.869499241275,0.867429990343,0.872103288457,0.247414478918,0.247454972592,0.247890979883,18.114592655
350,0.0505628209912,0.0507728865649,0.0498322781705,0.871120154504,0.868809490964,0.874089604944,0.247634386954,0.245836637589,0.251803278689,18.643816664
