iterations,fitness,time,fevals
0,0.0205851223175,0.00135847999991,11
10,0.0210995363801,0.00155999199978,21
20,0.0214245827221,0.00169394499972,31
30,0.0222051515008,0.00181206599973,41
40,0.0233936136661,0.001939924,51
50,0.0233936136661,0.00204358700012,61
60,0.0242708928661,0.00211020899951,71
70,0.0247487867447,0.00217445699946,81
80,0.0247694162929,0.00228100699951,91
90,0.0251526703377,0.00236096199933,101
100,0.0252629569061,0.002460409999,111
110,0.0253415077889,0.00252914299926,121
120,0.0254658916226,0.00260345299921,131
130,0.0263375223777,0.0026356089993,141
140,0.0274449505698,0.00267655699918,151
150,0.0281725010516,0.00270524399912,161
160,0.028263799029,0.00279395899906,171
170,0.0287062660032,0.00287845899948,181
180,0.0287447090496,0.00298261399894,191
190,0.0290525690398,0.00312294399828,201
200,0.029538699509,0.00322815099844,211
210,0.029538699509,0.00330789799864,221
220,0.0296232779943,0.00335089299824,231
230,0.0296232779943,0.003467911999,241
240,0.0299743041707,0.00353719299892,251
250,0.0301164645841,0.00360233399806,261
260,0.0301164645841,0.00368638599775,271
270,0.0302094975436,0.00385748999815,281
280,0.0302094975436,0.00397872799749,291
290,0.0307021483068,0.00413008199757,301
300,0.0311146067146,0.00418666999758,311
310,0.0316527553965,0.0042292629978,321
320,0.0319501450462,0.00425938699846,331
330,0.0321314113334,0.00429264199829,341
340,0.0321314113334,0.00432945599823,351
350,0.0323602429232,0.00437332899764,361
360,0.0324548265944,0.00441965999744,371
370,0.0325038121402,0.00445601299725,381
380,0.0328750622929,0.00452734899773,391
390,0.0328750622929,0.00456740099798,401
400,0.0331152077083,0.00460452199786,411
410,0.0340931739648,0.00465087899738,421
420,0.0340931739648,0.0046845989973,431
430,0.0344114627727,0.00472563699714,441
440,0.0348150203211,0.00475263799672,451
450,0.0348150203211,0.00477933399634,461
460,0.0348538965917,0.00480523599617,471
470,0.0350215378499,0.00483508999605,481
480,0.0350631951873,0.00486130699574,491
490,0.0353303054841,0.00489356799517,501
500,0.0353303054841,0.00493021199509,511
510,0.0355373415729,0.00496648799526,521
520,0.0355772690485,0.00499287699495,531
530,0.0360552455023,0.00502589499501,541
540,0.0362053528238,0.00504865699531,551
550,0.0363596170833,0.00507458899483,561
560,0.0363596170833,0.0051228439952,571
570,0.0369035180583,0.00515465299577,581
580,0.0370483150335,0.00520085799599,591
590,0.0370483150335,0.00523359099589,601
600,0.0370483150335,0.00536264799575,611
610,0.0370483150335,0.00548663199606,621
620,0.0371113757592,0.00554314099645,631
630,0.0371113757592,0.00558010799614,641
640,0.0371113757592,0.00561667299644,651
650,0.0371262513182,0.00565227799689,661
660,0.0372835843552,0.0056815839971,671
670,0.0372835843552,0.00571084999774,681
680,0.0380586584175,0.00575600299817,691
690,0.0383000047996,0.00581624599818,701
700,0.0383000047996,0.00587744199765,711
710,0.038543488724,0.0059268399973,721
720,0.038543488724,0.00596302299709,731
