DataSetName,Model,Initial Accuracy Train,Accuracy,R2,Precision,Recall,ROC_auc,PR_auc,F1-Score
Credit_Card_Approval,dt,0.821256038647343,0.8405797101449275,0.3605130125444673,0.8275862068965517,0.8807339449541285,0.8383261561505337,0.7916851971567733,0.8533333333333335
