iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.188759244953,0.18194777629,0.186636311931,0.380408163265,0.374592833876,0.394255874674,0.412993039443,0.403726708075,0.422885572139,0.012271645
10,0.189175671062,0.182373295971,0.18705343735,0.372244897959,0.381107491857,0.394255874674,0.408006158584,0.40625,0.42,0.182058203
20,0.189226018629,0.182549185191,0.186395825886,0.381224489796,0.390879478827,0.404699738903,0.412403100775,0.410094637224,0.43,0.334426555
30,0.189532898057,0.183740818541,0.186953652269,0.378775510204,0.377850162866,0.399477806789,0.411446249033,0.404984423676,0.427860696517,0.487879397
40,0.189678887809,0.183144023635,0.188458440188,0.376326530612,0.368078175896,0.402088772846,0.405909797823,0.39751552795,0.426065162907,0.661782062
50,0.189715493635,0.183001672273,0.188583260698,0.377959183673,0.371335504886,0.399477806789,0.407465007776,0.398753894081,0.422110552764,0.819791875
60,0.189766208056,0.183011622715,0.188664748896,0.379591836735,0.371335504886,0.402088772846,0.408099688474,0.398753894081,0.426065162907,0.957382133
70,0.189940818189,0.183398130772,0.188172092833,0.382857142857,0.368078175896,0.394255874674,0.409375,0.39751552795,0.42,1.104675169
80,0.185512112573,0.178773683053,0.184191711317,0.392653061224,0.384364820847,0.404699738903,0.405750798722,0.403785488959,0.415384615385,1.24834702
90,0.176451762159,0.169248516461,0.173636003091,0.409795918367,0.400651465798,0.430809399478,0.41075794621,0.398692810458,0.426315789474,1.384575308
100,0.174772768179,0.167604615309,0.172443004904,0.414693877551,0.400651465798,0.436031331593,0.414693877551,0.398692810458,0.431578947368,1.52181565
110,0.174056185335,0.16694773763,0.171708180457,0.422040816327,0.416938110749,0.436031331593,0.414876033058,0.405315614618,0.431578947368,1.661298958
120,0.173864139157,0.166746382363,0.171633231702,0.423673469388,0.413680781759,0.433420365535,0.415562913907,0.403973509934,0.430446194226,1.805584128
130,0.172321357933,0.165757073746,0.169766648837,0.425306122449,0.42671009772,0.443864229765,0.410385259631,0.409395973154,0.432,1.960499167
140,0.167668517638,0.161687482764,0.164485815238,0.450612244898,0.452768729642,0.475195822454,0.417316017316,0.416666666667,0.446280991736,2.124226988
150,0.167140476362,0.161221831789,0.164342074541,0.451428571429,0.452768729642,0.475195822454,0.416666666667,0.412587412587,0.446280991736,2.264785562
160,0.167061099094,0.161174728674,0.164281900226,0.451428571429,0.456026058632,0.475195822454,0.416666666667,0.414035087719,0.446280991736,2.407112611
