iterations,fitness,time,fevals
0,13.0,0.011652454,1000
10,15.0,0.022561046,2100
20,14.0,0.034056602,3200
30,13.0,0.045484977,4300
40,14.0,0.056531333,5400
50,13.0,0.073246516,6500
60,13.0,0.08554432,7600
70,13.0,0.097500134,8700
80,14.0,0.110277146,9800
90,14.0,0.124827495,10900
